year,mean_Arctic_Tundra,upper97p5_Arctic_Tundra,lower2p5_Arctic_Tundra,mean_Aridlands,upper97p5_Aridlands,lower2p5_Aridlands,mean_Boreal_Forest,upper97p5_Boreal_Forest,lower2p5_Boreal_Forest,mean_Coasts,upper97p5_Coasts,lower2p5_Coasts,mean_Eastern_Forest,upper97p5_Eastern_Forest,lower2p5_Eastern_Forest,mean_Forest_Generalist,upper97p5_Forest_Generalist,lower2p5_Forest_Generalist,mean_Grassland,upper97p5_Grassland,lower2p5_Grassland,mean_Habitat_Generalist,upper97p5_Habitat_Generalist,lower2p5_Habitat_Generalist,mean_Introduced,upper97p5_Introduced,lower2p5_Introduced,mean_Western_Forest,upper97p5_Western_Forest,lower2p5_Western_Forest,mean_Wetland,upper97p5_Wetland,lower2p5_Wetland
1979,-0.05905293611874263,0.05180301812357668,-0.15535560888094713,-0.05716857844569301,-0.01596109363022602,-0.09716261046919306,-0.08068452296075568,-0.013526282147672597,-0.1428498255770978,0.023277720883521758,0.1639525142339049,-0.1138625339545668,-0.09174707629169221,-0.07825273828847346,-0.10501331865462915,-0.043664938954711685,-0.01887557326332734,-0.06791571884284064,-0.17818817202909865,-0.15107597172660725,-0.20281768211875795,-0.10411126057142961,-0.08658657681785831,-0.12274682136420845,-0.22616346664631048,-0.18599144035603998,-0.26697563365553356,-0.077720506492026,-0.04607933779098061,-0.10858167550734465,-0.057764512474388074,-0.025815638971263044,-0.09237063936141865
1980,-0.06577532930257535,0.061067328132721865,-0.17137983638195586,-0.06637381878288429,-0.024610139550190646,-0.10622215212286734,-0.09338623871355767,-0.025072927999884587,-0.16030538331564914,0.02902559663809412,0.20475306808890315,-0.11987789732245413,-0.09915040108698647,-0.08589830521503128,-0.11163589509759964,-0.0505754046601824,-0.02601141349014524,-0.07546406120169924,-0.19489848261036757,-0.17021181159613674,-0.22033250496806034,-0.11372338855110986,-0.09672874302878842,-0.1311806676774594,-0.2462343368514488,-0.20593583763273382,-0.2815370426626673,-0.08792362434925238,-0.05718322383795271,-0.11919712213839373,-0.07069127598589098,-0.03741613219607498,-0.10511159611921594
1981,-0.06544245872005872,0.07872170678977342,-0.18605139383898417,-0.07631662725209376,-0.03382001308861826,-0.11639549006612149,-0.11028793007547832,-0.03828755949961693,-0.17257662599493873,0.03798987558684064,0.20365655733854604,-0.10712400865323435,-0.10523037993526085,-0.09226849869045217,-0.11772927714575954,-0.05722517967004104,-0.03345681421158664,-0.08238048074528914,-0.20948930058152482,-0.1834823960373888,-0.23380069221345579,-0.1230330936224664,-0.10424326461993838,-0.14071497152054047,-0.2658994155561326,-0.22826868275071788,-0.3013111739559333,-0.09894238964516033,-0.0678685159121507,-0.12879130377166692,-0.08382654018233582,-0.0470609923413321,-0.11914237748888312
1982,-0.07171477031084339,0.08377226773373336,-0.2027236384006711,-0.08494785166710694,-0.04259804636953324,-0.12752458762792773,-0.1226191461744206,-0.047033880374401704,-0.19152821488710992,0.03783183116291844,0.19991121368288023,-0.118385948206995,-0.11092918036876875,-0.09954555982451652,-0.12381862166513558,-0.06252264847801525,-0.03653451750408543,-0.08820180363177965,-0.22377064021231574,-0.19796302303153646,-0.24959010892900013,-0.1303574908800167,-0.11142691213819289,-0.1478451431018203,-0.2857626825511962,-0.2490938015207118,-0.320687917703702,-0.10836441013941334,-0.07640325996287067,-0.13920278416329368,-0.09840874653603626,-0.06455572108253782,-0.13644044006519374
1983,-0.0713764009843123,0.11220105524210378,-0.21849950828736042,-0.0937468859487488,-0.050700625414739076,-0.13396638650333226,-0.13712178959127774,-0.06493446245149226,-0.207078530259018,0.04012589086569651,0.2285102675882138,-0.14255339025331026,-0.1154644356793687,-0.10332975310430526,-0.12778013460915283,-0.06898718662286152,-0.04434898393256026,-0.09345682051921766,-0.2377231536614397,-0.21226651748128933,-0.2630463298711744,-0.13822846392867016,-0.11916121417867198,-0.15676493699663308,-0.3046568859951887,-0.2677827578845884,-0.33858664507486647,-0.11753831057501574,-0.0850957776635225,-0.14891978389548632,-0.11099159226822508,-0.07457132464865279,-0.14657020236333174
1984,-0.076096666529606,0.1305202553417888,-0.22113754595214574,-0.10130503384513456,-0.0610547647255264,-0.14065561086356793,-0.1518257086248096,-0.07656196899638035,-0.2178607556084159,0.03747017662401553,0.24117799371298143,-0.15227191996689948,-0.11974792392326372,-0.10583535258964905,-0.13237659155793524,-0.07341279589707528,-0.047929570132505206,-0.09755163226740893,-0.25107501676962407,-0.22686911651121577,-0.2743737118714368,-0.14457595046532878,-0.12698943915740435,-0.16156140211430425,-0.3239291165586641,-0.29105100170506926,-0.3594547774279059,-0.12682784436352668,-0.09405980707618522,-0.15889206307846648,-0.1217045536153678,-0.08334066907343651,-0.16021164154459422
1985,-0.0827868917747493,0.12471268080487619,-0.2371360259236095,-0.11046534414730724,-0.06873877011637797,-0.14923912879391665,-0.16471043077718306,-0.0902177445991168,-0.22853871499403033,0.036099836163874244,0.2652040199177894,-0.17070010629138743,-0.12336883399363474,-0.11056847672304582,-0.13628996008985672,-0.07793504869192402,-0.054370869494065444,-0.10135193143923638,-0.26311777756632426,-0.23945602971693059,-0.2862860064743269,-0.1510308559151724,-0.1329502398846204,-0.16891646581789432,-0.343141022005928,-0.30957078657956527,-0.37469184764862606,-0.13464523672410422,-0.10177614479176789,-0.1643157671119989,-0.13248089912365624,-0.09375910258899256,-0.16986936739534497
1986,-0.08725743945598319,0.15451654989322794,-0.26147269145665997,-0.11701576304086703,-0.07323535212315246,-0.1613678277615771,-0.17837853354216782,-0.10594734781080895,-0.24136614186123073,0.017934210207231516,0.23895693781172045,-0.19651315426838945,-0.12643579343835953,-0.11379143609290232,-0.13949944426376248,-0.08276436885992,-0.05957655699674658,-0.10729012913880676,-0.2756036469414379,-0.2513324670236775,-0.2999465193102119,-0.15606751502988236,-0.13759784165139977,-0.17338561068392733,-0.36068884028428416,-0.32799430561206044,-0.39121762651289504,-0.1423843740375068,-0.10963258313675006,-0.17252390552303742,-0.14189564482177863,-0.10305599758631712,-0.17908095829952408
1987,-0.08059665536307392,0.18549356128257366,-0.26863677066106073,-0.12383915002101764,-0.08048666025296258,-0.16743756036659252,-0.18719470041660358,-0.11963004316918058,-0.2515387279223177,0.008707529959274707,0.2495795783634318,-0.21662242798085551,-0.12923383253968412,-0.11610089533357804,-0.141924811881451,-0.08787851231822585,-0.06318681444191954,-0.11048956413975553,-0.2868589699272922,-0.2625133152813697,-0.309765055216468,-0.16180235368142093,-0.14386947515730686,-0.17954377539379074,-0.3799099352944101,-0.3463591321618448,-0.4107706969770476,-0.15133974631325842,-0.11978068631259431,-0.17978447562306277,-0.14960634706879283,-0.11000213527785296,-0.1875931551634059
1988,-0.0839814144183354,0.1930796246205011,-0.29364699471803424,-0.13001217750993233,-0.08774445886453919,-0.17193683765888446,-0.19967362714617365,-0.12724361443640497,-0.2643031591171272,-0.002981493172289129,0.24774976505682234,-0.23465411736276465,-0.132470561564498,-0.1191575750228483,-0.14488965175201218,-0.0920701414944739,-0.06860924950944902,-0.11568604721644227,-0.29952475832285275,-0.2766615793800338,-0.32167947012013265,-0.16660188976040635,-0.14803347459493854,-0.18509859198629752,-0.3975401812212551,-0.36885758646917166,-0.4263298235987413,-0.1585193670851801,-0.12835049296161227,-0.18886318717731965,-0.15418138573676687,-0.11148396160596419,-0.19403731304849758
1989,-0.08653012900588564,0.22788384274682416,-0.28471681153468575,-0.13640137850527345,-0.09341209825639751,-0.17544870611698327,-0.20836278296638655,-0.13656936955962318,-0.275487989800998,-0.011353009377024326,0.2643233859573646,-0.23231498415767016,-0.13523341493824892,-0.12190990711599548,-0.14831792488320417,-0.09634349742380455,-0.07293277301559309,-0.11916628634581028,-0.31112979626164927,-0.28862429060556816,-0.3339542815149409,-0.17110252885051358,-0.15287030712474503,-0.18880467994644945,-0.41587347963080923,-0.384472922160743,-0.44518822498532484,-0.16607133534020446,-0.1350004852709482,-0.19587688721673324,-0.1561529234366914,-0.11131855215175246,-0.19909393795937014
1990,-0.08561705319580382,0.15273022679964265,-0.2708360949894869,-0.14310650576000516,-0.10082240093316563,-0.1843160664246345,-0.21726891135415272,-0.15310749179214522,-0.28198015528716025,-0.02722276808546642,0.2533626437437293,-0.2556527160669969,-0.13787105396730892,-0.12504048146809021,-0.15112589176047375,-0.10106960342829319,-0.0767899975599271,-0.12456503378259465,-0.3229576429029669,-0.3005897611630871,-0.3450957785836153,-0.17537249022059775,-0.15662005894619702,-0.19331420706379254,-0.43261661809865615,-0.40348808956130733,-0.462692123672682,-0.17320424092190745,-0.1425214309918842,-0.20326047361245858,-0.15335222163384332,-0.11078788609363943,-0.19108777674227717
1991,-0.09011229179240188,0.09115280887755639,-0.2330421149151629,-0.14705801370830773,-0.10423232959986528,-0.1890760951040863,-0.2247994763285981,-0.16317487075233417,-0.285565839837868,-0.039137029191282924,0.2416593787454182,-0.2553768371886441,-0.1409394898425287,-0.1281551239779617,-0.15418377774833247,-0.10452537708195186,-0.08054190078843126,-0.12655746172566007,-0.3345026576110396,-0.3143372789039022,-0.35433296032905603,-0.17933873973723546,-0.1614899352765684,-0.19781187483600216,-0.4496925956588719,-0.4218247249993222,-0.47686221111429883,-0.18053147885214493,-0.14877287068062106,-0.20909977137947555,-0.14476022388085996,-0.10097404389614484,-0.1893672275313215
1992,-0.0914852450209146,0.11181127005975577,-0.24324764095088702,-0.15280877994288722,-0.11106032082202033,-0.19307369209170666,-0.23237189664098323,-0.16688280196780014,-0.2954030626245465,-0.05611849076603326,0.22711912432937198,-0.2785723053943081,-0.1435432818138419,-0.12898328853018248,-0.15661351917368294,-0.10957770647282739,-0.08748536415365848,-0.1317337245744571,-0.3457630225761241,-0.322619843187261,-0.36786235108240084,-0.18288066466999164,-0.1644622436243619,-0.20092776122363576,-0.4656530252401121,-0.4375363833814293,-0.49171589269505267,-0.18667075298600733,-0.15664040723686368,-0.2171729322384659,-0.1310751132820498,-0.08609753778660478,-0.17208143757598637
1993,-0.0996998415451471,0.07641212379810791,-0.23738576394496702,-0.15632890939522381,-0.11132343778417453,-0.19792114634943836,-0.24379215841583868,-0.18167414016273742,-0.3048937064204241,-0.05891577634919298,0.2214971102359411,-0.2917860781565277,-0.1466101298466853,-0.13234745444396168,-0.15982257192977933,-0.11353141308585357,-0.09083189122464996,-0.13519635100370486,-0.35702365995536534,-0.33609093818043534,-0.3775720401761309,-0.18667344832642585,-0.16757032677143313,-0.20498821812988943,-0.4805258361276862,-0.45430381885462723,-0.5067211026118839,-0.1938026272931771,-0.16432942206402512,-0.22338288017770735,-0.1154596648184194,-0.0663564328021391,-0.15578303405890648
1994,-0.1039569800835719,0.08865982402817418,-0.2576160221210929,-0.16061056454383393,-0.11755628525274808,-0.2002529731498297,-0.24886551097915055,-0.18484412395080252,-0.30580714085067373,-0.0763034252412409,0.22689505859760728,-0.3024478467801568,-0.14934226973104636,-0.13499479166264505,-0.16358936194259932,-0.11827443679224914,-0.09556127160621042,-0.1398961330143036,-0.36822058286656056,-0.34840743184012546,-0.3871401213306479,-0.19097316724015456,-0.17258197249903695,-0.20846683757580253,-0.4950583433205433,-0.4680612790404257,-0.5215684116022693,-0.19965809418193525,-0.17044793821703164,-0.22907572333995863,-0.09419648063660901,-0.04285478306649626,-0.14122989424084342
1995,-0.11696645183417598,0.06164282969086177,-0.25934638611277494,-0.16472855972234157,-0.12164565150973616,-0.20606756779935365,-0.2590306400681862,-0.19630724271443423,-0.31561745190407553,-0.09751991067548194,0.2086690021121973,-0.32383786996640784,-0.15162478549743308,-0.13622059616304616,-0.165327535863114,-0.12239929367942837,-0.1010232491170554,-0.1445797287177253,-0.37901452359501886,-0.35802272257813816,-0.3988109204513274,-0.1950120846191291,-0.1748044273662589,-0.21530334581789312,-0.5085057020591752,-0.48098870713030994,-0.5335993579913069,-0.20576960749543038,-0.17516674169299262,-0.23344684344185607,-0.07637210245783577,-0.026270774658973206,-0.12370590990433505
1996,-0.11763699010702788,0.06654565501026521,-0.26400846877387174,-0.16833575122072086,-0.1237725279712264,-0.21003155059148804,-0.2653361561343792,-0.20564739120988207,-0.3240639522185006,-0.1077960792535334,0.18331940364536514,-0.32674527451841207,-0.1538650793059666,-0.13895502406270033,-0.16802239289944154,-0.12604800837348207,-0.10312691973672972,-0.14947017356170833,-0.38978323050765884,-0.3685424314914978,-0.4100164756606457,-0.19906658940755229,-0.17962848913167118,-0.21661189592642538,-0.5210408105220874,-0.4942321778059199,-0.5447689408268486,-0.21152503806982614,-0.182411767420941,-0.23836049117287017,-0.0627764380136484,-0.009362347470876387,-0.1099761863949833
1997,-0.127713500134502,0.05924767049551005,-0.26790209538550336,-0.17130930370716624,-0.12730074514563106,-0.2110529155068266,-0.27188931478276945,-0.21094225078465145,-0.33108429789868343,-0.1305103963552403,0.15232833980906824,-0.3745498430806792,-0.15528180476335962,-0.14061218338858872,-0.17033026466508583,-0.13026875426458728,-0.10850948319982279,-0.15107473786677306,-0.4000741388275686,-0.38056137251480615,-0.4199769896787454,-0.2029056308352788,-0.1838827399480022,-0.22108414640540464,-0.5329113185687557,-0.5073294667997723,-0.5571380820934688,-0.21707914198071943,-0.18838875470320582,-0.24649090588579814,-0.054689597916724675,-5.4521830314291364e-5,-0.1055452519460528
1998,-0.13493035160252054,0.046275548864196825,-0.2753053462219015,-0.1737330779374603,-0.12953749347473653,-0.21827302889618028,-0.27681601486052554,-0.21764557251092698,-0.333230410311358,-0.13703548719937442,0.14229143410562362,-0.3778431802797718,-0.15679250145147772,-0.14179321873260875,-0.17201026569921174,-0.13416211693673452,-0.11220801524341839,-0.15619287926603687,-0.4093187522708729,-0.38871426774408635,-0.4275508648824735,-0.20658033839467482,-0.1868534299664032,-0.22525611793875044,-0.5433457381344136,-0.518342438841095,-0.5667849184589575,-0.22272373704626192,-0.19178865444275184,-0.250013866704627,-0.058033511779794766,-0.004826045864398942,-0.10802859844343737
1999,-0.13855720089755208,0.03640413443437085,-0.26938422754948,-0.17689425673841175,-0.13451260013944022,-0.21657897683776928,-0.28315004127222043,-0.2268268435114984,-0.34009202033210917,-0.15183153042133835,0.12531504083810674,-0.37692222329709224,-0.15781517673719503,-0.14191465618353483,-0.1731274718179554,-0.13825519664654018,-0.11681100172332914,-0.1587317673977161,-0.4181747135035595,-0.3980899067004343,-0.437257984926943,-0.2099410578045222,-0.19026795193222112,-0.22899373246064614,-0.55354086565416,-0.5297833217058701,-0.57609135223068,-0.22778089884296715,-0.1965850817881818,-0.25565672194545497,-0.06609907564475426,-0.013493658712129153,-0.1192488637095811
2000,-0.15066538673894447,0.02072464387736761,-0.27953775009223014,-0.17852601788058886,-0.13260151885219784,-0.2203073206509547,-0.28859865973409593,-0.23196310676265242,-0.3437948728366096,-0.15192429459646684,0.1222733729672083,-0.37112813477244766,-0.1581959457070402,-0.14302878129520746,-0.1735903139062802,-0.1416089133373608,-0.12108589485574683,-0.1628642885528402,-0.42708674540502634,-0.4069956790288468,-0.4474007461265299,-0.21336237149481108,-0.19546136291155614,-0.23281745230704676,-0.5631433719188156,-0.5385474115232751,-0.5864840836526282,-0.23301446514228719,-0.2012853050545237,-0.26207918354848425,-0.07615667560185768,-0.022651509838611972,-0.12607869446291164
2001,-0.1568016772575509,0.017387792669045332,-0.28244006165755997,-0.17959259823370544,-0.135690713172674,-0.222849014676603,-0.29294619820201007,-0.23568842333855156,-0.34839444156617017,-0.16382419835371176,0.11053406327668513,-0.3835271611851604,-0.1589439730380684,-0.14437004811833298,-0.17346770863467298,-0.14542871075430486,-0.1249754677871131,-0.16648474315523343,-0.43500031199843747,-0.41625907062676293,-0.4528496567515199,-0.21592197718981776,-0.19523415771459418,-0.23605283057382653,-0.5721533640118195,-0.5477859374069787,-0.5946047701734247,-0.23898492054385823,-0.20705698450547982,-0.2680660065933991,-0.08504651128712226,-0.031997484505416396,-0.13644135037190763
2002,-0.16132835910126098,0.026351533396464566,-0.29319659421489896,-0.18126857110988692,-0.13672291902795897,-0.2244423741140682,-0.29792905680155213,-0.24214655267412533,-0.35403809791676,-0.16765419858561592,0.09638624571031906,-0.3755225337420198,-0.15955365053015536,-0.14471061929543794,-0.17463502274503573,-0.1491581731748337,-0.1276916188228403,-0.1706995848250199,-0.44191340104824695,-0.42236914838601103,-0.4600781155910808,-0.21804101573431944,-0.19895999318147306,-0.23777244613491388,-0.5806667532392986,-0.5573018636410506,-0.6024192539550977,-0.24343280774414788,-0.21437637112772823,-0.2735344716402849,-0.08838210375939648,-0.03190090491382336,-0.14157819506754055
2003,-0.16511875258373165,0.01093954698538524,-0.2977905980853711,-0.1828840603932652,-0.13933076831366364,-0.2277132871246359,-0.30162218088947035,-0.2448026881861579,-0.3562796360415431,-0.16771069487543055,0.10688286945508785,-0.3915466676649414,-0.16047398058844986,-0.14471930836765368,-0.17644440373493875,-0.15183001629533655,-0.13060019686924773,-0.17193479610224793,-0.4497451616016306,-0.43142960134045394,-0.46739449270647193,-0.2199556765213092,-0.20132332005907572,-0.23942213795720502,-0.5896045032598733,-0.5664397753369124,-0.610740351960736,-0.2487289847549069,-0.21823349783313406,-0.2776101826695585,-0.08646775812848606,-0.029196325208838525,-0.14082643854729648
2004,-0.17697755555885175,0.002809514549324321,-0.30566558871856364,-0.1846235453603069,-0.1374531247126043,-0.23257959913797877,-0.3063144480295761,-0.24751547996326728,-0.35806176139781176,-0.18186635227746006,0.08767724347987849,-0.3891663149398298,-0.16145872822299157,-0.1470541779271023,-0.17647246662765392,-0.15479265331907366,-0.13505864378489274,-0.17431261130753206,-0.4564831340960025,-0.43744095014882667,-0.47351021641592994,-0.2218900854283079,-0.20135696983237095,-0.24129656289931734,-0.5971687921289134,-0.5746338674695346,-0.61846639695935135,-0.2533384582828042,-0.22538394557173824,-0.2826859021690893,-0.07642730510722417,-0.020282788430169507,-0.1347658178968939
2005,-0.1902740712113571,-0.02688478532219407,-0.3245044907446145,-0.18670649756617785,-0.1431499685116644,-0.23140487485025363,-0.31004351376162365,-0.25532215675435455,-0.3659232974984018,-0.18752360211352348,0.07516764399206233,-0.3877505561684176,-0.16285771802146598,-0.14629562448309485,-0.17803441891674032,-0.15828778101075303,-0.13828475176844468,-0.17737342037999038,-0.46344647093233404,-0.4447462137431939,-0.4811949565911886,-0.22364209395452972,-0.20421216372853235,-0.242763033044901,-0.6047401432694053,-0.5806086881595199,-0.6269800944198156,-0.25819539757881116,-0.22678521135865182,-0.2892364070942832,-0.06280100242675979,-2.6870095587139264e-4,-0.12173380537539102
2006,-0.19384572556310364,-0.013028306322940164,-0.3212804816951269,-0.18805516950317824,-0.13637339915198798,-0.23141011863688854,-0.3122939587615522,-0.2566814278810642,-0.3663165976698505,-0.1877632952001882,0.07978802809813645,-0.3967751014353026,-0.16440972074191917,-0.14806177635906292,-0.17986762657530653,-0.16004929924633515,-0.13830225621754877,-0.1806152663449273,-0.4705094049154257,-0.452018198369584,-0.4877544578238613,-0.22581090617932276,-0.2058659555329132,-0.24549286819319982,-0.6111566728097834,-0.5875066155249122,-0.6339901343305883,-0.26243559843552366,-0.23291500898526962,-0.2907846290074758,-0.03956047655012529,0.025907504925512637,-0.09786176308726358
2007,-0.20145666179402588,-0.023794403424880928,-0.33152935010868867,-0.1881757121814185,-0.13691046533661877,-0.2319337511727998,-0.3150569429207808,-0.2564159708046231,-0.37317429370683397,-0.18475562066155515,0.06940726265995023,-0.39238385294317024,-0.16618305150470836,-0.15012804725722573,-0.181663348596092,-0.16320970165233895,-0.1428491232315312,-0.18402870235057922,-0.4773268807123674,-0.45962147015161237,-0.49448856881871894,-0.22744853227296435,-0.20710405967270973,-0.2472915773060893,-0.6171895217583611,-0.5935849155762325,-0.6398302947727781,-0.26655767407222564,-0.2359132075425483,-0.2973743372769938,-0.014417058037169861,0.05484188833441417,-0.07665903450170619
2008,-0.2028871869304082,-0.02155768086609744,-0.3324498912608922,-0.188534305378255,-0.13571340998972048,-0.24061398865363337,-0.317518346488014,-0.2571260977235914,-0.3767537837215752,-0.18785934663754267,0.08029252894354166,-0.40996187840356313,-0.1677588813574845,-0.15104905847356653,-0.18350294862981098,-0.16562599587783244,-0.14404060228114712,-0.1854318164822023,-0.4846585538205299,-0.46728849525109084,-0.5009596569726473,-0.2294548962363534,-0.20969321865987456,-0.24840362658167292,-0.6222295098094051,-0.5989304172993346,-0.6442451212191108,-0.270725797159449,-0.24013850988076757,-0.301054080974961,0.012313080702286205,0.0824475742842401,-0.05406148520730192
